"210082_at"	"208288_at"	0.816
"210082_at"	"211224_s_at"	0.816
"202366_at"	"201569_s_at"	0.757
"202366_at"	"201570_at"	0.757
"211560_s_at"	"206834_at"	0.419
"211560_s_at"	"210328_at"	0.714
"218832_x_at"	"210328_at"	1
"221861_at"	"210328_at"	1
"43511_s_at"	"210328_at"	1
"49111_at"	"210328_at"	1
"207618_s_at"	"201569_s_at"	0.681
"207618_s_at"	"201570_at"	0.681
"206607_at"	"205297_s_at"	0.751
"212540_at"	"214436_at"	0.703
"205348_s_at"	"205155_s_at"	0.552
"201509_at"	"202148_s_at"	0.954
"210014_x_at"	"202148_s_at"	0.954
"210418_s_at"	"202148_s_at"	0.954
"201509_at"	"201569_s_at"	0.767
"201509_at"	"201570_at"	0.767
"210014_x_at"	"201569_s_at"	0.767
"210014_x_at"	"201570_at"	0.767
"210418_s_at"	"201569_s_at"	0.767
"210418_s_at"	"201570_at"	0.767
"202067_s_at"	"200991_s_at"	0.798
"202068_s_at"	"200991_s_at"	0.798
"217005_at"	"200991_s_at"	0.798
"217103_at"	"200991_s_at"	0.798
"217173_s_at"	"200991_s_at"	0.798
"211916_s_at"	"206103_at"	0.71
"206789_s_at"	"214732_at"	0.777
"206789_s_at"	"204253_s_at"	0.908
"206789_s_at"	"204254_s_at"	0.908
"206789_s_at"	"204255_s_at"	0.908
"206789_s_at"	"213692_s_at"	0.908
"202148_s_at"	"201480_s_at"	0.605
"206103_at"	"217765_at"	0.729
"206103_at"	"220496_at"	1
"206103_at"	"219431_at"	1
"205155_s_at"	"220185_at"	0.608
"201387_s_at"	"207226_at"	0.836
"214644_at"	"207226_at"	0.906
"206276_at"	"208288_at"	0.948
"206276_at"	"211224_s_at"	0.948
"210803_at"	"201569_s_at"	0.759
"210803_at"	"201570_at"	0.759
"211177_s_at"	"201569_s_at"	0.759
"211177_s_at"	"201570_at"	0.759
"209832_s_at"	"216952_s_at"	0.657
