"PGLYRP1"	"DLG5"	0.318
"PGLYRP1"	"HSPBP1"	0.076
"SCTR"	"HTR4"	0.636
"SCTR"	"FSHR"	0.426
"SCTR"	"GNB1"	0.47
"SCTR"	"ADM2"	0.473
"SCTR"	"GNB2"	0.499
"SCTR"	"ADCY1"	0.42
"SCTR"	"P2RY11"	0.436
"SCTR"	"GPR20"	0.584
"PIGQ"	"PIGL"	0.768
"RTN4R"	"GNB1"	0.414
"RTN4R"	"HRAS"	0.553
"RTN4R"	"CAB39"	0.385
"RTN4R"	"DIRAS3"	0.335
"RTN4R"	"AKT1"	0.388
"RTN4R"	"GNAI2"	0.345
"RTN4R"	"EEF1G"	0.133
"RTN4R"	"TYRO3"	0.459
"RTN4R"	"RASL10B"	0.252
"RTN4R"	"GNB2"	0.213
"RTN4R"	"PPP3CC"	0.171
"RTN4R"	"SH3GL1"	0.507
"RTN4R"	"MCL1"	0.431
"PSMA4"	"EXOSC5"	0.435
"PSMA4"	"ACHE"	0.191
"PSMA4"	"NFKB2"	0.247
"PSMA4"	"PSMA7"	0.997
"PSMA4"	"UQCRQ"	0.249
"PSMA4"	"PSMC4"	0.799
"PSMA4"	"PPIB"	0.169
"PSMA4"	"PPP2R5A"	0.331
"PSMA4"	"CDC25A"	0.321
"PSMA4"	"RPN1"	0.517
"PSMA4"	"PLK1"	0.249
"PSMA4"	"TNF"	0.14
"PSMA4"	"RELB"	0.147
"PSMA4"	"PSMB4"	0.997
"PSMA4"	"ASNA1"	0.017
"PSMA4"	"ANAPC2"	0.518
"PSMA4"	"PSME4"	0.711
"PSMA4"	"OAZ2"	0.455
"PSMA4"	"NFKBIB"	0.284
"GRN"	"HK3"	0.402
"GRN"	"AKT1"	0.254
"GRN"	"ITGA2B"	0.469
"GRN"	"IFI30"	0.437
"GRN"	"TNF"	0.275
"CD22"	"SELL"	0.524
"CD22"	"FFAR2"	0.426
"CD22"	"CD7"	0.538
"CD22"	"TNF"	0.36
"CD22"	"CD79A"	0.66
"CD22"	"SPN"	0.449
"CD22"	"CD72"	0
"CD22"	"TNFRSF13B"	0.513
"PSMC4"	"NFKB2"	0.375
"PSMC4"	"PSMA7"	0.799
"PSMC4"	"PPP2R5A"	0.348
"PSMC4"	"CDC25A"	0.322
"PSMC4"	"PLK1"	0.307
"PSMC4"	"TNF"	0.267
"PSMC4"	"RELB"	0.239
"PSMC4"	"PSMB4"	0.799
"PSMC4"	"ANAPC2"	0.474
"PSMC4"	"PSME4"	0.687
"PSMC4"	"OAZ2"	0.331
"PSMC4"	"NFKBIB"	0.338
"PSMC4"	"FTSJ3"	0.324
"PSMC4"	"LHX2"	0.594
"BCL3"	"NFKB2"	0.521
"BCL3"	"STAT3"	0.498
"BCL3"	"AKT1"	0.551
"BCL3"	"PLK1"	0.436
"BCL3"	"TNF"	0.574
"BCL3"	"HDAC3"	0.558
"BCL3"	"RELB"	0.54
"PDZD4"	"LAMA5"	0.037
"HBQ1"	"HBZ"	0.999
"HBQ1"	"ALAS2"	0.173
"HBQ1"	"HBE1"	0.8
"HBQ1"	"ECHS1"	0.45
"HBQ1"	"TH"	0.089
"HBQ1"	"HBD"	0.8
"HBQ1"	"PAH"	0.293
"ITGB4"	"KLC2"	0.137
"ITGB4"	"HRAS"	0.35
"ITGB4"	"VWF"	0.559
"ITGB4"	"PRKCG"	0.246
"ITGB4"	"AKT1"	0.325
"ITGB4"	"ITGA2B"	0.385
"ITGB4"	"LAMA5"	0.623
"ITGB4"	"CRK"	0.441
"ITGB4"	"EPPK1"	0.339
"ITGB4"	"ACTN4"	0.397
"ITGB4"	"COMP"	0.371
"ITGB4"	"COL9A3"	0.262
"PPP1R15A"	"PPP2R5A"	0.527
"PPP1R15A"	"TSC2"	0.46
"PPP1R15A"	"ZNF148"	0.389
"PPP1R15A"	"KLF6"	0.334
"TFAP4"	"SP1"	0.583
"TFAP4"	"TPST2"	0.162
"TFAP4"	"SALL2"	0.507
"THPO"	"SPI1"	0.511
"THPO"	"ACHE"	0.391
"THPO"	"VWF"	0.165
"THPO"	"GATA2"	0.487
"THPO"	"SOS1"	0.497
"THPO"	"STAT3"	0.459
"THPO"	"PSMA7"	0.251
"THPO"	"CSF3R"	0.32
"THPO"	"STAT5A"	0.407
"THPO"	"IL7R"	0.505
"THPO"	"GP9"	0.237
"THPO"	"IL6R"	0.545
"THPO"	"CNTFR"	0.459
"THPO"	"AKT1"	0.469
"THPO"	"ITGA2B"	0.355
"THPO"	"CXCR4"	0.417
"THPO"	"ZFPM1"	0.465
"THPO"	"PF4"	0.514
"SEMA4G"	"OBSCN"	0.365
"NDUFB7"	"NDUFB10"	0.999
"NDUFB7"	"NDUFV1"	0.991
"NDUFB7"	"UQCRC2"	0.778
"NDUFB7"	"UQCRQ"	0.854
"NDUFB7"	"COX5A"	0.85
"NDUFB7"	"NDUFB11"	0.999
"NDUFB7"	"ZNHIT1"	0.386
"NDUFB7"	"ACAD9"	0.656
"NDUFB7"	"NDUFS7"	0.807
"NDUFB7"	"SDHC"	0.578
"NDUFB7"	"COX7C"	0.631
"NDUFB7"	"NDUFA3"	0.999
"TIMM13"	"CAB39"	0.175
"TIMM13"	"CHCHD4"	0.34
"TIMM13"	"TIMM8A"	0.569
"PDXP"	"ECE1"	0.276
"PDXP"	"SH3GL1"	0.121
"PDXP"	"MCL1"	0.238
"PDXP"	"AMBP"	0.231
"PDXP"	"COMP"	0.107
"PDXP"	"TH"	0.181
"PDXP"	"NDP"	0.238
"PDXP"	"TYRO3"	0.233
"PDXP"	"TNFRSF10C"	0.133
"JOSD1"	"TIMM8A"	0
"NIPSNAP1"	"B3GAT3"	0
"NIPSNAP1"	"CHCHD2"	0
"TXN2"	"EEF2"	0.225
"TXN2"	"GLRX"	0.366
"TXN2"	"APEX2"	0.135
"TXN2"	"CLPP"	0.593
"TXN2"	"SEC61A1"	0.016
"TXN2"	"RPL8"	0.446
"TXN2"	"MDH2"	0.475
"TXN2"	"TXNRD2"	0.018
"EFS"	"CRK"	0.41
"GSS"	"TXNRD2"	0.396
"GSS"	"CNDP2"	1
"GSS"	"GLRX"	0.169
"GSS"	"GGT1"	0.552
"GSS"	"ALOX5AP"	0.252
"GSS"	"GSTM1"	0.416
"GSS"	"GCLM"	0.633
"SRMS"	"PPP3CC"	0.333
"SRMS"	"CD79A"	0.263
"PQBP1"	"SF3A2"	0.535
"PQBP1"	"PCBP2"	0.709
"PQBP1"	"GTF2F1"	0.649
"PQBP1"	"POLR2L"	0.562
"PQBP1"	"LSM2"	0.427
"PQBP1"	"CPSF1"	0.458
"PQBP1"	"XAB2"	0.572
"PQBP1"	"CTNNBL1"	0.511
"PQBP1"	"PCBP1"	0.515
"PQBP1"	"LSM7"	0.427
"PQBP1"	"DNM2"	0.408
"USP11"	"USP5"	0.997
"ACP5"	"CLCN7"	0
"ACP5"	"NES"	0.124
"ACP5"	"TNF"	0.156
"ACP5"	"CD207"	0
"ACP5"	"VANGL1"	0.209
"MT4"	"MT1X"	0.862
"MMP15"	"TNF"	0.232
"MMP15"	"HLA-G"	0.071
"TSC2"	"STK11"	0.577
"TSC2"	"HRAS"	0.585
"TSC2"	"EIF4EBP1"	0.345
"TSC2"	"AKT1"	0.611
"TSC2"	"CRTC2"	0.148
"TSC2"	"PLK1"	0.593
"TSC2"	"EEF2"	0.287
"TSC2"	"PI3"	0.205
"TSC2"	"CAMKK2"	0.437
"ZP2"	"ZP3"	0.39
"ZP2"	"FGF8"	0.115
"ZP2"	"ALX4"	0
"MAZ"	"HRAS"	0.127
"MAZ"	"AKT1"	0.107
"CSK"	"GNB1"	0.276
"CSK"	"HRAS"	0.433
"CSK"	"VWF"	0.351
"CSK"	"STAT3"	0.317
"CSK"	"HLA-DQA2"	0.486
"CSK"	"ARRB2"	0.445
"CSK"	"RHOG"	0.388
"CSK"	"PPP3CC"	0.267
"CSK"	"ACTN4"	0.369
"CSK"	"AKT1"	0.381
"CSK"	"ITGA2B"	0.378
"CSK"	"HLA-DRA"	0.431
"CSK"	"HCK"	0.484
"CSK"	"PLAUR"	0.425
"CSK"	"DNM2"	0.34
"CSK"	"CD79A"	0.518
"CSK"	"PORCN"	0.333
"CSK"	"ACTA1"	0.176
"CSK"	"HLA-DRB1"	0.47
"CTSH"	"BID"	0.372
"CTSH"	"HLA-DRB1"	0.314
"CTSH"	"HLA-DQA2"	0.334
"CTSH"	"HLA-DRA"	0.387
"EXOSC5"	"RPL7"	0.629
"EXOSC5"	"RPL27A"	0.466
"EXOSC5"	"RPL11"	0.509
"EXOSC5"	"RPLP2"	0.466
"EXOSC5"	"RPS9"	0.569
"EXOSC5"	"RPS2"	0.584
"EXOSC5"	"RPL4"	0.466
"EXOSC5"	"RPL18"	0.456
"EXOSC5"	"RPL15"	0.456
"EXOSC5"	"RPL13A"	0.535
"EXOSC5"	"MPHOSPH6"	0.544
"EXOSC5"	"RPL41"	0.456
"EXOSC5"	"ZFP36L1"	0.375
"EXOSC5"	"RPLP0"	0.489
"EXOSC5"	"RPL35"	0.555
"EXOSC5"	"RPL30"	0.52
"EXOSC5"	"RPL14"	0.618
"EXOSC5"	"RPL32"	0.456
"EXOSC5"	"KHSRP"	0.621
"EXOSC5"	"KPNA6"	0
"EXOSC5"	"RPL8"	0.456
"EXOSC5"	"EXOSC7"	0.864
"EXOSC5"	"EXOSC3"	0.927
"EXOSC5"	"RPL10"	0.497
"EXOSC5"	"RPL37"	0.466
"EXOSC5"	"RPL37A"	0.466
"PAF1"	"GTF2F1"	0.577
"PAF1"	"POLR2L"	0.545
"PAF1"	"CSNK2B"	0.394
"PAF1"	"KLC2"	0.081
"PAF1"	"GTF2H4"	0.518
"PAF1"	"IFIT2"	0.297
"RELB"	"NFKB2"	0.627
"RELB"	"PSMB4"	0.147
"RELB"	"PSME4"	0.345
"RELB"	"PSMA7"	0.147
"RELB"	"STAT3"	0.549
"RELB"	"TRAF5"	0.467
"RELB"	"TNF"	0.525
"RELB"	"NFKBIB"	0.419
"RELB"	"AKT1"	0.465
"RELB"	"ANXA5"	0.393
"RELB"	"DAXX"	0.44
"RELB"	"IRF3"	0.663
"RELB"	"CORT"	0.232
"SF3A2"	"RANGAP1"	0.015
"SF3A2"	"AGPAT1"	0.173
"SF3A2"	"LSM2"	0.869
"SF3A2"	"PCBP2"	0.554
"SF3A2"	"GTF2F1"	0.564
"SF3A2"	"POLR2L"	0.556
"SF3A2"	"EEF2"	0.286
"SF3A2"	"CPSF1"	0.759
"SF3A2"	"EIF4G3"	0.34
"SF3A2"	"XAB2"	0.775
"SF3A2"	"CTNNBL1"	0.68
"SF3A2"	"LSM7"	0.869
"SF3A2"	"PCBP1"	0.755
"FSD1"	"SRF"	0.137
"FSD1"	"MYOG"	0.18
"FSD1"	"RPS2"	0.183
"CD79A"	"SELL"	0.46
"CD79A"	"SLC3A2"	0.217
"CD79A"	"IL13"	0.212
"CD79A"	"VWF"	0.357
"CD79A"	"IL7R"	0.474
"CD79A"	"CD7"	0.618
"CD79A"	"AKT1"	0.25
"CD79A"	"CXCR4"	0.319
"CD79A"	"UNG"	0.127
"CD79A"	"GGT1"	0.181
"CD79A"	"COX5A"	0.018
"CD79A"	"CD68"	0.719
"CD79A"	"TNF"	0.309
